Date,Depot,Avg. Vehicles Held - Per Day PMPML,Held PPP Vehicles per day,Held Total PMPML (Own+PPP),Held Hire Vehicles Per Day,Total Vehicles Per Day,Avg.Vehicle Held Per Day PMPML,Held PPP Vehicles per day (alt),Held Total PMPML (Own+PPP) (alt),Held Hire Vehicles Per Day (alt),Held Total (PMPML+HIRE) Per Day,Avg. Vehicles On Road- PMPML Per Day (OWN),Avg. Spare Vehicles Per Day,Avg.Available Veh. On Road (PMPML),% of Spare Vehicles,Avg. Vehicles On Road - PMPML Per Day,On Road PPP Vehicles per day,On Road Total (OWN+PPP),On Road Hire Vehicles Per Day,Total Avg.Veh- On Road Per Day,Average Vehicles Off road - PMPML Per Day,PPP Vehicles Off Road per day,Off Road Total (OWN+PPP),Hire Vehicles Off Road Per Day,Total Vehicles Off Road Per Day,Avg.Workshop Vehicles Per Day,% of Workshop Vehicles,No.of Schedules Sanctioned Per Day (PMPML + PPP),Hired,Schedules Total (PMPML+HIRE) Per Day,Average No.of Schedule operated Per Day (PMPML+PPP),Hired Vehicles Per Day,Total Per Day (PMPML+HIRED),Schedules Sanctioned KMs,Eff. KMs Operated Diesel (Own),Effective Kms Operated Diesel(PPP),Total Eff;km.Diesel (Own+PPP),Effective KMs Operated CNG (Own),Effective KMs Operated CNG (PPP),Total Eff.km CNG (Own+PPP),Total Eff.km E-Bus (Own),Effe. KMs Operated Diesel+CNG+E (Own+PPP),Hired Vehicles Eff. KMs CNG,Hired Vehicles Eff. KMs - E,Total Hired Vehicle Eff. KMs,Total Eff.Km (Own+Hire),Daily Average Effective Km,Effective Km Per Bus Per day,Route Dead KMs- Diesel,Route Dead KMs- CNG,Route Dead KMs- Electric,Total Dead KMs (Diesel+CNG+E),Daily Average Dead Km - Diesel,Daily Average Dead Km - CNG,Daily Average Dead Km - Electric,Total Per Day Dead KMs (Diesel+CNG+E),Crew & Misc.KMs (PMPML) Diesel,Crew & Misc.KMs (PMPML) CNG,Crew & Misc.KMs (PMPML) E-Bus,Crew & Misc.KMs (PMPML) Total,Daily Average Crew & Misc.KMs,Gross KMs- Diesel (Own),Gross KMs- CNG (Own+PPP),Gross KMs- Electric (Own),Total Gross KMs (Diesel+CNG+E),Daily Average of Gross Km- Diesel,Daily Average of Gross Km- CNG,Daily Average of Gross Km- E,Total Daily Avg.(Diesel+CNG+E),Total Cancelled KMs,Daily average of Cancelled KMs,Passenger Earning (Sale of Ticket)(₹),Average daily earning in Rs.,Earning / passenger / day in Rs,Earning Per Vehicle Per day in Rs.,Earning per KMs in Rs.(EPK) (₹),% Load Factor on- 1. Sale of Tickets,"% Load Factor on- 2. On Total Traffic Receipts i.e. (Earning from All types of Passes, Luxury, Monthly Contract, Casual Contract etc. as per Depotwise Eff. KM)",Cost per Bus KMs in Rs. (As per Balance Sheet 2023-2024),% of Fleet Utilization(PMPML+PPP),Vehicle Utilization in KMs (Gross) (PMPML+PPP),Avg. Passenger travel per day (On Ticket Sale),Passenger Per Bus Per day,Total Amount of Fine recovered by the Traffic Sup.Staff in Rs.,Total Casual Contracts accepted,Total no.of Vehicles supplied,Total no.of Student Passes issued,Amt. recd from Student Passes (₹),One Day Passes ₹ 10 (Punyadasham),One Day Passes ₹ 40 (Sr.Citizen),One Day Passes ₹ 40 (within PMC Limit),One Day Passes ₹ 40 (within PCMC Limit),One Day Passes ₹ 50 (within Both Municipal limit),One Day Passes ₹ 120 (All Route),One Day Passes Total Daily Passes,Monthly Passes ₹ 500 (Sr.Citizens),Monthly Passes ₹ 700 (Mun.Corpn.Employees),Monthly Passes ₹ 900 (within One Mun.Corpn.),Monthly Passes ₹ 1200 (within Both Mun.Corpn.),Monthly Passes ₹ 2700 (All Route),Monthly Passes -Other Punching Passes,Total (Monthly Passes),Pune Darshan Seva,Pune Parytan,Gr.Total (Daily+Monthly) (₹),Earning per KM of Commuters Passes in Rs. (₹),No.of Accidents (PMPML) 1. Fatal,No.of Accidents (PMPML) 2. Major,No.of Accidents (PMPML) 3. Minor,No.of Accidents (PMPML) 4. Insignificants,No.of Accidents (PMPML) Total,Rate of Accidents per 1 Lakh KMs (PMPML),No.of Accidents (HIRED) 1. Fatal,No.of Accidents (HIRED) 2. Major,No.of Accidents (HIRED) 3. Minor,No.of Accidents (HIRED) 4. Insignificants,No.of Accidents (HIRED) Total,Rate of Accidents per 1 Lakh KMs (HIRED),Total no.of Breakdown (PMPML Own),"Breakdown rate per 10,000 KMs",Diesel Consumption in Litres- PMPML(Own),Diesel Consumption In litres (PPP),Total Diesel (PMPML Own+PPP),Diesel Conusmption per Day in litres- PMPML(Own+PPP),Diesel Consumption In litres per Bus per day PMPML (Own+PPP),Diesel Consumption per Day in Litres- PMPML(Own),Diesel Consumption In Litres per Bus per day PMPML (Own),CNG Consumption in Kg. (PMPML),CNG Consumption in Kg. (PPP),Total CNG (PMPML Own+PPP),CNG Consumption Per Day (PMPML + PPP),CNG Consumption in Kg per Bus per Day (PMPML+PPP),E-Bus Consumption in Units (Own),E-Bus Consumption Per Day in Units (Own),E-Bus Consumption in Units per Bus Per Day (Own),KMs per Litre of Diesel (KMPL)(Own),Kms. per litre of diesel (KMPL) PPP,KMs per Kg.of CNG (KMPG)(Own),KMs per Kg.of CNG (KMPG) PPP,Total KMPG (Own+PPP),KMs per Unit of E-Bus(KMPU)(Own),Engine Oil Consumption in Litres (Top-up Oil),Engine Oil Cons.in Litres per day (Top-up),Kilometer per Litre of Engine oil (Top-up),Consumption Eng. Oil per bus per day in Litre (Top-up),Engine Oil Consumption in Litres (Change Oil),Engine Oil Cons.in Litres per day (Change),Kilometer per Litre of Engine oil (Change),Consumption Eng. Oil per bus per day in Litre (Change),Engine Oil Consumption in Litres (Total Oil),Engine Oil Cons.in Litres per day (Total),Kilometer per Litre of Engine oil (Total),Consumption Eng. Oil per bus per day in Litre (Total),No.of New Tyres removed for retreading,Avg. KMs per New Tyres,No.of Retreaded Tyres removed for further retreading,Avg. KMs per Retreaded Tyres,Total Bus Staff ratio – Norm A) Administration - 1.00,Total Bus Staff ratio – Norm B) Traffic - 6.50,Total Bus Staff ratio – Norm C) Workshop - 1.50,Total Bus Staff ratio – Norm Total (A+B+C) - 9.00,Average Salary per Employee per day (incl. DW workers on duty) (₹),Total no.of Default Cases Reported DEO,Total no. of Passenger Complaints received (including Telephone),Total Number of Routes,Average Route Length in KMs,All Traffic Earning (₹),Average Daily Earning (₹),Earning per passenger per day (₹),Earning per KMs in Rs. (EPK) (₹),"Avg. Passenger per day on Traffic (including Ticket Sales, Commuters Passes, Student Passes, Monthly Passes & Casual Contract, Luxury Service, Mobile App etc.)","Avg Passenger per day (Passes, CC, Aaram Bus)","% of Avg Passenger per day (Passes, CC, Aaram Bus)",Avg Passenger per Bus per day on Traffic,Earning per Bus per day on Traffic Revenue (₹)
Jan 2023,Swargate,127,50,177,35,212,119,50,169,35,204,86,5,91,4.2,86,43,129,0,129,33,7,40,35,75,28,23.53,140,32,126,0,126,null,907355,62747,0,62747,417703,172791,590494,0,653241,0,0,0,653241,21072,163.35,926,4602,0,5528,30,148,0,178,19957,null,null,null,644,66912,439023,0,2158,14162,null,null,16320,254114,8197,17198937,554804,13.94,4300.81,26.33,37.44,66.32,0,72.27,189.77,39806,309,0,0,0,1647,1165381,5325020,3114880,14280,410680,1652800,null,10517660,194000,40600,452700,256800,null,271780,1215880,null,null,11733540,17.96,1,0,0,0,1,0.2,0,0,0,0,0,0,32,19147,0,19147,618,56.15,null,null,null,154537,56857,211394,6819,91.38,null,null,null,3.51,2.84,0,3.04,null,null,556,17.94,909.96,0.21,null,null,null,null,null,null,null,null,13,77270,28,24335,0.15,4.57,0.63,null,0,192,77,39,15.33,30465181,982748,15.94,46.64,61645,21839,35.43,478,null
Jan 2023,N.T.Wadi,149,0,149,111,260,148,0,148,111,259,123,8,131,5.41,123,0,123,40,163,25,0,25,71,96,17,11.49,77,100,105,40,145,null,1169835,5864,0,5864,849952,0,849952,0,855816,238782,0,238782,1094598,35310,216.62,0,13216,0,13216,0,426,0,426,10315,null,null,null,333,5864,873483,0,189,28177,null,null,28366,75237,2427,32168288,1037687,15.49,6366.18,29.39,41.95,59.56,0,83.11,230.62,66998,411,0,0,0,2759,1952760,0,3987040,117760,505160,4284550,null,8894510,324000,67900,756900,430800,null,455406,2035006,null,null,10929516,9.98,0,1,1,0,2,0.23,0,0,0,0,0,0,16,1557,0,1557,50,50.23,null,null,null,272624,0,272624,8794,71.98,null,null,null,3.77,3.2,0,0,null,null,955,30.81,920.78,0.25,null,null,null,null,null,null,null,null,32,69540,52,22623,0.22,4.08,0.85,null,0,348,57,34,17.61,45668439,1473175,14.22,41.72,103593,36595,35.33,636,null
Jan 2023,Kothrud,144,0,144,54,198,143,0,143,54,197,95,12,107,8.39,95,0,95,47,142,48,0,48,7,55,36,25.17,109,49,85,47,132,null,886434,50653,0,50653,480592,0,480592,0,531245,289290,0,289290,820535,26469,186.4,3579,17052,0,20631,115,550,0,665,13950,null,null,null,450,56126,509700,0,1811,16442,null,null,18252,65899,2126,27263413,879465,12.18,6193.42,33.23,50.25,70.65,0,66.43,192.13,72210,509,0,0,0,2068,1463833,0,4576240,29120,381880,2626100,null,7613340,243000,50400,568800,324000,null,341382,1527582,null,null,9140922,11.14,0,1,0,0,1,0.18,0,0,0,0,0,0,48,16006,0,16006,516,57.37,null,null,null,170819,0,170819,5510,64.39,null,null,null,3.51,2.98,0,0,null,null,596,19.23,949.37,0.2,null,null,null,null,null,null,null,null,20,84808,29,27771,0.16,4.24,0.64,null,0,50,60,34,19.42,38329246,1236427,12.41,46.71,99642,27432,27.53,702,null
Jan 2023,Katraj,143,0,143,98,241,143,0,143,98,241,84,13,97,9.09,84,0,84,88,172,59,0,59,10,69,45,31.47,94,88,80,88,168,null,1160964,28179,0,28179,509749,0,509749,0,537928,543717,0,543717,1081645,34892,202.86,3101,9525,0,12626,100,307,0,407,2945,null,null,null,95,31280,522219,0,1009,16846,null,null,17855,79319,2559,39428460,1271886,13.04,7394.69,36.45,49.22,66.95,0,58.74,212.56,97572,567,0,0,0,2727,1929652,0,5274960,51320,719680,3606850,null,9652810,320500,66500,749700,426000,null,450017,2012717,null,null,11665527,10.78,0,0,1,0,1,0.18,0,0,0,0,0,0,23,9722,0,9722,314,62.72,null,null,null,172323,0,172323,5559,70.14,null,null,null,3.22,3.03,0,0,null,null,649,20.94,852.85,0.25,null,null,null,null,null,null,null,null,36,65716,32,22721,0.14,4.19,0.62,null,0,176,56,41,17.7,53632411,1730078,12.94,49.58,133734,36162,27.04,778,null
Jan 2023,Hadapsar,103,0,103,75,178,101,0,101,75,176,69,6,75,5.94,69,0,69,70,139,32,0,32,5,37,26,25.74,77,68,66,70,136,null,1036504,43013,0,43013,515136,0,515136,0,558149,345652,75553,421205,979354,31592,227.28,524,4108,0,4632,17,133,0,150,6811,null,null,null,220,43799,525793,0,1413,16961,null,null,18374,57149,1844,35261343,1137463,13.72,8183.19,36,57.58,75.92,0,68.32,266.29,82891,596,0,0,0,2469,1747166,0,3863960,205200,700000,2345550,null,7114710,290000,60200,678600,386400,null,407459,1822659,null,null,8937369,9.13,0,1,0,0,1,0.18,0,0,0,0,0,0,51,12732,0,12732,411,82.14,null,null,null,154059,0,154059,4970,78.02,null,null,null,3.44,3.41,0,0,null,null,487,15.71,1169.59,0.23,null,null,null,null,null,null,null,null,32,76596,32,30380,0.14,4.33,0.6,null,0,80,55,35,19.13,46496794,1499897,12.97,47.48,115633,32742,28.32,832,null
Jan 2023,Upper Depot,108,0,108,0,108,108,0,108,0,108,77,5,82,4.63,77,0,77,0,77,31,0,31,0,31,26,24.07,85,0,68,0,68,null,507300,10526,0,10526,470252,0,470252,0,480778,0,0,0,480778,15509,201.42,0,9473,0,9473,0,306,0,306,6696,null,null,null,216,10526,486421,0,340,15691,null,null,16031,26522,856,16516525,532791,13.39,6919.36,34.35,47.62,61.87,0,71.3,208.19,39804,517,0,0,0,1212,857707,4070,1577600,10520,363160,962000,null,2917350,142500,29400,333000,189600,null,200027,894527,null,null,3811877,7.93,0,0,0,0,0,0,0,0,0,0,0,0,43,3253,0,3253,105,52.47,null,null,null,162164,0,162164,5231,69.41,null,null,null,3.24,3,0,0,null,null,481,15.52,1033.15,0.2,null,null,null,null,null,null,null,null,16,74187,38,28141,0.38,4.87,0.93,null,0,51,33,23,23.3,21456802,692155,12.39,44.63,55878,16073,28.77,726,null
Jan 2023,Pune Station,0,0,0,134,134,1,0,1,134,135,1,0,1,0,1,0,1,124,125,0,0,0,10,10,0,0,9,121,1,124,125,null,905064,0,0,0,0,0,0,0,0,262142,594760,856902,856902,27642,221.14,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,null,null,0,48162,1554,28779708,928378,15.52,7427.02,33.59,50.91,67.49,0,100,0,59831,479,0,0,0,2160,1528711,0,2136560,95040,351840,3185750,null,5769190,254000,53200,594000,337200,null,356513,1594913,null,null,7364103,8.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,null,null,null,0,0,0,0,null,null,0,0,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0.07,2.96,0,null,0,74,74,27,23.43,38154409,1230787,13.91,44.53,88479,28648,32.38,708,null
Jan 2023,Nigadi,0,0,0,154,154,7,0,7,154,161,7,0,7,0,7,0,7,145,152,0,0,0,9,9,0,0,15,139,7,145,152,null,1140983,29711,0,29711,0,0,0,0,29711,613935,465265,1079200,1108911,35771,235.34,480,0,0,480,15,0,0,15,1712,null,null,null,55,31903,0,0,1029,0,null,null,1029,32072,1035,39593495,1277210,14.64,8402.7,35.7,55.12,73.33,0,100,147.02,87211,574,0,0,0,2795,1978295,0,664880,762680,587160,6401900,null,8416620,328500,68600,768600,436800,null,461361,2063861,null,null,10480481,9.45,0,0,0,0,0,0,0,0,1,0,1,0.08,0,7888,0,7888,254,36.35,null,null,null,0,0,0,0,0,null,null,null,4.04,0,0,0,null,null,0,0,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0.19,3.12,0.01,null,0,19,55,36,19.86,52675981,1699225,13.67,47.5,124285,37073,29.83,818,null
Jan 2023,Bhosari,22,0,22,108,130,23,0,23,108,131,13,6,19,26.09,13,0,13,97,110,10,0,10,11,21,4,17.39,12,97,13,97,110,null,878016,3187,0,3187,71116,0,71116,0,74303,803850,0,803850,878153,28328,257.52,659,6369,0,7028,21,205,0,226,5302,null,null,null,171,3846,82787,0,124,2671,null,null,2795,-137,-4,31054527,1001759,14.7,9106.9,35.36,60.15,77.27,0,56.52,214.97,68137,619,0,0,0,2214,1566623,0,317880,650640,389360,3790350,null,5148230,260000,53900,608400,345600,null,365354,1633254,null,null,6781484,7.72,0,0,0,0,0,0,0,1,0,1,2,0.2,2,1032,0,1032,33,33.29,null,null,null,24436,0,24436,788,63.45,null,null,null,3.73,3.39,0,0,null,null,232,7.48,373.42,0.58,null,null,null,null,null,null,null,null,3,63018,6,33915,0.24,3.27,0.28,null,0,52,32,22,22.32,39897684,1287022,13.2,45.43,97496,29359,30.11,886,null
Jan 2023,Pimpri,84,0,84,71,155,71,0,71,71,142,44,12,56,16.9,44,0,44,55,99,27,0,27,16,43,15,21.13,29,64,40,55,95,null,666757,5797,0,5797,313865,0,313865,0,319662,346996,0,346996,666658,21505,217.22,663,5764,0,6427,21,186,0,207,9110,null,null,null,294,6460,328739,0,208,10604,null,null,10813,99,3,18655233,601782,12.64,6078.61,27.98,41.31,57.49,0,61.97,245.75,47600,481,0,0,0,1681,1189317,0,313320,762320,178560,3242950,null,4497150,197500,41300,461700,262800,null,277362,1240662,null,null,5737812,8.61,0,0,0,0,0,0,0,0,0,0,0,0,25,2087,0,2087,67,67.32,null,null,null,99902,0,99902,3223,74.68,null,null,null,3.09,3.29,0,0,null,null,491,15.84,682.69,0.36,null,null,null,null,null,null,null,null,9,98284,23,33124,0.31,4.84,1.23,null,0,164,31,24,17.88,25957422,837336,11.98,38.94,69888,22288,31.89,706,null
Jan 2023,Bhekrai Nagar,0,0,0,103,103,0,0,0,103,103,0,0,0,0,0,0,0,99,99,0,0,0,4,4,0,0,0,100,0,99,99,null,684644,0,0,0,0,0,0,0,0,0,673475,673475,673475,21725,219.44,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,null,null,0,11170,360,23147670,746699,14.24,7542.41,34.37,60.34,86.17,0,0,0,52453,530,0,0,0,1698,1201477,0,3579440,52240,319640,3122300,null,7073620,199500,41300,466200,265200,null,280198,1252398,null,null,8326018,12.36,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,null,null,null,0,0,0,0,0,null,null,null,0,0,0,0,null,null,0,0,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0.09,2.64,0,null,0,25,38,15,26.96,33055009,1066291,14.22,49.08,74969,22516,30.03,757,null
Jan 2023,Shewalwadi,61,0,61,12,73,60,0,60,12,72,47,7,54,11.67,47,0,47,10,57,13,0,13,2,15,6,10,47,11,43,10,53,null,362114,0,0,0,294046,0,294046,0,294046,61179,0,61179,355225,11459,201.03,0,1526,0,1526,0,49,0,49,0,null,null,null,0,0,295572,0,0,9535,null,null,9535,6890,222,12221861,394254,12.06,6916.74,34.41,49.81,67.72,0,78.33,202.86,32682,573,0,0,0,895,633720,0,2052200,3400,174680,670350,null,2900630,105000,21700,245700,140400,null,147791,660591,null,null,3561221,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,97126,0,97126,3133,66.66,null,null,null,0,3.04,0,0,null,null,250,8.06,1182.29,0.17,null,null,null,null,null,null,null,null,16,87718,20,23319,0.28,5.21,1.24,null,0,55,14,7,18.9,16617138,536037,12.03,46.78,44558,11876,26.65,782,null
Jan 2023,Balewadi,0,0,0,59,59,0,0,0,59,59,0,0,0,0,0,0,0,46,46,0,0,0,13,13,0,0,0,53,0,46,46,null,392711,0,0,0,0,0,0,0,0,392455,0,392455,392455,12660,275.21,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,null,null,0,257,8,11472744,370089,14.64,8045.41,29.23,46.21,64.79,0,0,0,25281,550,0,0,0,989,700138.1,0,738000,168040,183120,1874100,null,2963260,116000,24500,271800,154800,null,163280,730380,null,null,3693640,9.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,null,null,null,0,0,0,0,null,null,0,0,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0.15,2.77,0.09,null,0,34,25,17,20.36,16087300,518945,13.51,40.99,38402,13121,34.17,835,null
Jan 2023,Baner,0,0,0,71,71,0,0,0,71,71,0,0,0,0,0,0,0,70,70,0,0,0,1,1,0,0,0,70,0,70,70,null,434505,0,0,0,0,0,0,0,0,0,431897,431897,431897,13932,199.03,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,null,null,0,2608,84,13713100,442358,14.48,6319.4,31.75,51.12,69.71,0,0,0,30549,436,0,0,0,1089,770503.4,0,1293720,132040,112880,1629150,null,3167790,128000,26600,298800,170400,null,179690,803490,null,null,3971280,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,null,null,null,0,0,0,0,null,null,0,0,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0.06,2.57,0,null,0,19,25,12,22.74,18698145,603166,13.41,43.29,44988,14439,32.1,643,null
Jan 2023,Wagholi,0,0,0,105,105,0,0,0,105,105,0,0,0,0,0,0,0,103,103,0,0,0,2,2,0,0,0,105,0,103,103,null,697094,0,0,0,0,0,0,0,0,0,672425,672425,672425,21691,210.59,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,null,null,0,24669,796,24495605,790181,16.01,7671.66,36.43,54.22,76.11,0,0,0,49352,479,0,0,0,1695,1199606,0,4869480,14640,282000,1892750,null,7058870,199000,42000,466200,265200,null,279761,1252161,null,null,8311031,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,null,null,null,0,0,0,0,null,null,0,0,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0.03,2.53,0.04,null,0,29,40,16,22.41,34383780,1109154,15.44,51.13,71833,22481,31.3,697,null
Feb 2023,Swargate,134,50,184,0,184,130,50,180,0,180,90,6,96,4.62,90,39,129,0,129,40,11,51,0,51,34,26.15,173,0,173,126,0,null,836945.2,66327,0,66327,392718,146087.1,538805.1,0,605132,0,0,0,605132,21612,167.53,996,6278,0,7274,36,224,0,260,12311,null,null,null,440,71367,557394,0,628761,2549,19907,0,22456,231813,null,15562218,555794,13.96,4308.48,25.72,33.36,60.29,0,69.23,249.51,39813,309,0,0,0,1687,1187648,4666770,2852640,12480,375280,1462500,null,null,196000,39900,462600,253200,null,264232.3,1215932,0,null,10585602,17.49,0,0,0,0,0,0,0,0,0,0,0,0,51,0.81,20149,0,20149,720,null,null,null,140405,48058,188462,6731,58.86,null,null,null,3.43,2.93,0,3.04,null,null,515,18.39,1220.9,0.2,null,null,null,null,null,null,null,null,11,64737,20,30926,0.1,4.62,0.61,5.34,0,9,65,40,28128659,27335468,16.06,46.48,null,62563,22750,36.36,484.98,null
Feb 2023,N.T.Wadi,149,0,149,54,203,149,0,149,54,203,120,11,131,7.38,120,0,120,42,162,29,0,29,12,41,17,11.41,128,49,177,102,42,null,1053819,6398,0,6398,729980,0,729980,0,736378,225974.7,0,225975,962353,34370,212.16,0,12194,0,12194,0,436,0,436,9100,null,null,null,325,6398,751274,0,757672,229,26831,0,27060,91467,null,28482510,1017233,15.37,6279.22,29.6,40.28,58.71,0,80.54,225.5,66191,409,0,0,0,2683,1888738,0,3654280,108720,458480,3728200,null,null,312000,63000,735300,403200,null,420213.5,1933714,0,null,9883394,10.27,0,0,0,1,1,0.13,0,0,0,0,0,0,26,0.34,1713,0,1713,61,null,null,null,236856,0,236856,8459,71.09,null,null,null,3.73,3.17,0,0,null,null,863,30.82,877.95,0.26,null,null,null,null,null,null,null,null,21,68779,38,27356,0.2,4.24,0.89,5.33,0,338,66,35,41516074,40254642,14.37,43.14,null,103189,36998,35.85,636.97,null
Feb 2023,Kothrud,139,0,139,54,193,142,0,142,54,196,96,13,109,9.15,96,0,96,49,145,46,0,46,5,51,33,23.24,108,49,157,92,49,null,804069,55366,0,55366,422442,0,422442,0,477808,275608.2,0,275608,753416,26908,185.57,2640,12949,0,15589,94,462,0,556,11166,null,null,null,399,59450,446557,0,506007,2123,15948,0,18072,50653,null,24640449,880016,12.2,6069.08,32.7,44.48,64.28,0,67.61,188.25,72145,498,0,0,0,2100,1478674,0,4230840,29160,345680,2377450,null,null,244000,49700,576000,315600,null,328980.9,1514281,0,null,8497411,11.28,0,0,0,0,0,0,0,0,0,0,0,0,27,0.53,17028,0,17028,608,null,null,null,146697,0,146697,5239,61.84,null,null,null,3.49,3.04,0,0,null,null,585,20.89,864.97,0.22,null,null,null,null,null,null,null,null,12,83101,12,33349,0.16,4.23,0.68,5.06,0,100,39,35,35603700,34616534,12.65,47.26,null,100543,28398,28.24,693.4,null
Feb 2023,Katraj,143,0,143,98,241,143,0,143,98,241,85,10,95,6.99,85,0,85,89,174,58,0,58,9,67,47,32.87,97,88,185,81,89,null,1068647,26852,0,26852,468297,0,468297,0,495149,498534.6,0,498535,993684,35489,203.96,2846,8294,0,11140,102,296,0,398,2660,null,null,null,95,29698,479251,0,508949,1061,17116,0,18177,74963,null,35803630,1278701,13.15,7348.86,36.03,46.57,65.29,0,59.44,213.84,97260,559,0,0,0,2770,1950229,0,5054360,58720,646400,3377400,null,null,322000,65100,759600,416400,null,433894.2,1996994,0,null,11133874,11.2,1,1,0,0,2,0.39,0,0,0,1,1,0.08,37,0.73,9365,0,9365,334,null,null,null,153891,0,153891,5496,68.67,null,null,null,3.17,3.11,0,0,null,null,522,18.64,975,0.22,null,null,null,null,null,null,null,null,22,67806,42,23605,0.14,4.11,0.61,4.86,0,103,73,42,50189908,48887733,13.28,50.51,null,134941,37681,27.92,775.52,null
Feb 2023,Hadapsar,103,0,103,75,178,102,0,102,75,177,70,5,75,4.9,70,0,70,70,140,32,0,32,5,37,27,26.47,81,68,148,67,70,null,838314.4,56249,0,56249,402944,0,402944,0,459193,308235.9,66052,374288,833481,29767,212.62,666,3470,0,4136,24,124,0,148,4995,null,null,null,178,57248,411409,0,468657,2045,14693,0,16738,4834,null,31914088,1139789,14.18,8141.35,38.29,52.98,71.02,0,68.63,239.11,80388,574,0,0,0,2324,1635811,0,3575280,184880,669760,2039150,null,null,270000,54600,637200,349200,null,363941.4,1674941,0,null,8144011,9.77,0,0,0,0,0,0,0,1,0,0,1,0.09,38,0.81,16630,0,16630,594,null,null,null,124168,0,124168,4435,72.17,null,null,null,3.44,3.31,0,0,null,null,424,15.14,1105.32,0.22,null,null,null,null,null,null,null,null,13,82848,41,31395,0.14,4.23,0.59,4.95,0,79,60,32,42786242,41693910,13.38,51.33,null,114236,33847,29.63,815.97,null
Feb 2023,Upper Depot,108,0,108,0,108,106,0,106,0,106,76,8,84,7.55,76,0,76,0,76,30,0,30,0,30,23,21.7,87,0,87,68,0,null,463962.8,12559,0,12559,415380,0,415380,0,427939,0,0,0,427939,15284,201.1,0,8495,0,8495,0,303,0,303,6048,null,null,null,216,12559,429923,0,442482,449,15354,0,15803,36024,null,14969340,534619,13.4,7034.46,34.98,44.96,60.02,0,71.7,207.93,39894,525,0,0,0,1193,839884.1,0,1522040,11560,339280,880750,null,null,138500,28000,326700,178800,null,186860.6,858861,0,null,3612491,8.44,0,0,0,0,0,0,0,0,0,0,0,0,51,1.15,4328,0,4328,155,null,null,null,144708,0,144708,5168,69.99,null,null,null,2.9,2.97,0,0,null,null,468,16.71,945.47,0.22,null,null,null,null,null,null,null,null,13,84735,35,35242,0.37,4.76,0.91,6.03,0,64,26,25,19983672,19421715,12.77,46.7,null,55898,16004,28.63,735.5,null
Feb 2023,Pune Station,0,0,0,137,137,1,0,1,137,138,1,0,1,0,1,0,1,126,127,0,0,0,11,11,0,0,10,123,133,1,126,null,802972.8,0,0,0,0,0,0,0,0,228873.5,542946.3,771820,771820,27565,217.05,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,0,0,0,31153,null,26429178,943899,15.68,7432.28,34.24,52.56,71.06,0,100,0,60193,474,0,0,0,2152,1514793,0,1970760,87720,314960,2853150,null,null,250000,50400,590400,322800,null,337016.9,1550617,0,null,6777207,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,null,null,null,0,0,0,0,null,null,0,0,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0.08,2.89,0,2.97,0,52,75,27,35733111,34721178,14.36,46.3,null,88856,28663,32.26,699.66,null
Feb 2023,Nigadi,0,0,0,150,150,9,0,9,150,159,9,0,9,0,9,0,9,145,154,0,0,0,5,5,0,0,20,135,155,9,145,null,1027274,37840,0,37840,0,0,0,0,37840,566691.6,402680,969372,1007212,35972,233.58,622,0,0,622,22,0,0,22,0,null,null,null,0,42568,0,0,42568,1520,0,0,1520,20062,null,35236759,1258456,14.88,8171.79,34.98,50.77,69.76,0,100,168.92,84590,549,0,0,0,2808,1976780,0,847880,601400,532440,5881350,null,null,326500,66500,769500,421200,null,439801.3,2023501,0,null,9886571,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10508,0,10508,375,null,null,null,0,0,0,0,0,null,null,null,4.05,0,0,0,null,null,0,0,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0.2,3.1,0.01,3.31,0,13,71,34,48420692,47100110,13.82,48.07,null,125089,40499,32.38,812.27,null
