Date,Depot,buses_held,avg_on_road,avg_off_road,schedules_planned,avg_schedules_operated,planned_km,effective_km,daily_avg_effective_km,km_per_bus_per_day,cancelled_km,daily_avg_cancelled_km,pct_cancelled_km,ticket_sale_earning,daily_avg_ticket_earning,earning_per_passenger_ticket,epk_ticket,load_factor_ticket,load_factor_all_traffic,fleet_utilization_pct,total_ticket_passengers,ticket_passengers_per_day,accidents_fatal,accidents_major,accidents_minor,accidents_insignificant,accidents_total,accident_rate_per_lakh_km,electricity_units,electricity_per_day,kmpu,all_traffic_earning,daily_avg_all_traffic,epk_total,earning_per_bus_per_day,total_passengers_travelled,passengers_per_day,avg_passengers_per_bus_per_day,earning_per_passenger_per_day
Aug 2023,System Total,458,406,52,458,406,3095731,2600914,83900,206.65,494817,15962,15.98,138134758,4455960,19.53,53.11,87.21,95.01,88.65,7073970,228193,1,0,1,0,2,0.08,3625715,116959,0.72,150498650,4854795,57.86,11958,10153539,327534,807,14.82
Dec 2023,Hadapsar,15,14,1,15,14,104625,96735,3120,222.89,7890,255,7.54,3772058,121679,8.39,38.99,64.15,69.56,93.33,449575,14502,0,0,0,0,0,0.00,108293,3493,0.89,4090391,131948,42.28,9425,653198,21071,1505,6.26
Dec 2023,Pune Station,98,96,2,98,96,682000,665907,21481,223.76,16093,519,2.36,30773167,992683,19.37,46.21,76.02,82.44,97.96,1588978,51257,0,0,0,0,0,0.00,827325,26688,0.80,33370188,1076458,50.11,11213,2291740,73927,770,14.56
Dec 2023,Nigadi,74,72,2,74,72,505300,484775,15638,217.19,20525,662,4.06,22510146,726134,16.81,46.43,76.39,82.83,97.30,1338923,43191,0,0,0,0,0,0.00,583679,18828,0.83,24409831,787414,50.35,10936,1968157,63489,882,12.40
Dec 2023,Bhekrai Nagar,117,110,7,117,110,775753,688888,22222,202.02,86866,2802,11.20,33838201,1091555,19.00,49.12,80.80,89.23,94.02,1781200,57458,0,0,0,0,0,0.00,1017577,32825,0.68,37364827,1205317,54.24,10957,2548090,82196,747,14.66
Dec 2023,Baner,74,72,2,74,72,464166,449108,14487,201.21,15058,486,3.24,18335601,591471,17.62,40.83,67.16,75.11,97.30,1040786,33574,0,0,0,0,0,0.00,646259,20847,0.69,20505931,661482,45.66,9187,1540753,49702,690,13.31
Dec 2023,Wagholi,95,93,2,95,93,635609,604299,19494,209.61,31310,1010,4.93,31058134,1001875,22.43,51.40,84.55,91.53,97.89,1384746,44669,0,0,0,0,0,0.00,782175,25231,0.77,33622899,1084610,55.64,11662,2057363,66367,714,16.34
Dec 2023,System Total,473,457,16,473,457,3167453,2989711,96442,211.03,177741,5734,5.61,140287307,4525397,18.50,46.92,77.19,84.39,96.62,7584209,244652,0,0,0,0,0,0.00,3965308,127913,0.75,153364067,4947228,51.30,10825,11059301,356752,781,13.87
Feb 2023,Hadapsar,15,15,0,15,15,84000,66052,2359,157.27,17948,641,21.37,2704584,96592,40.95,14.18,66.99,89.82,100.00,190751,6813,0,0,0,0,0,0.00,104953,3748,0.63,3625953,129498,54.90,8633,271067,9681,645,13.38
Feb 2023,Pune Station,93,91,2,93,91,520800,542946,19391,213.09,-22146,-791,-4.25,17427936,622426,32.10,15.68,52.52,71.01,97.85,1111392,39693,0,0,1,0,1,0.18,743715,26561,0.73,23563138,841541,43.40,9248,1640623,58594,644,14.36
Feb 2023,Nigadi,70,68,2,70,68,480500,402680,14381,211.49,77820,2779,16.20,15069809,538207,37.42,14.88,61.23,84.14,97.14,1012951,36177,0,0,0,0,0,0.00,524443,18730,0.77,20708221,739579,51.43,10876,1497925,53497,787,13.82
Feb 2023,Bhekrai Nagar,100,97,3,100,97,602318,584543,20877,215.22,17775,635,2.95,20838039,744216,35.65,14.18,58.33,85.13,97.00,1469093,52468,0,0,1,0,1,0.17,715104,25539,0.82,30414814,1086243,52.03,11198,1687988,60285,621,18.02
Feb 2023,Baner,70,69,1,70,69,391878,389989,13928,201.86,1889,67,0.48,12954960,462677,33.22,14.39,54.35,75.58,98.57,900544,32162,0,0,0,0,0,0.00,572105,20432,0.68,18014671,643381,46.19,9324,1034725,36954,536,17.41
Feb 2023,Wagholi,106,103,3,106,103,632318,606679,21667,210.36,25639,916,4.05,22137331,790619,36.49,16.05,59.70,85.88,97.17,1378959,49249,0,2,0,0,2,0.33,850655,30381,0.71,31842685,1137239,52.49,11041,1584424,56587,549,20.10
Feb 2023,System Total,454,443,11,454,443,2711814,2592890,92603,209.04,118925,4247,4.39,91132659,3254738,35.15,15.03,57.51,62.19,97.58,6063690,216560,0,2,2,0,4,0.15,3510974,125392,0.74,98559971,3519999,38.01,7946,7716753,275598,622,12.77
Jul 2023,Hadapsar,15,15,0,15,15,93000,91527,2952,196.83,1473,48,1.58,4124202,133039,16.12,45.06,73.99,79.97,100.00,255789,8251,0,0,0,0,0,0.00,144258,4653,0.63,4457291,143784,48.70,9586,358824,11575,772,12.42
Jul 2023,Pune Station,96,94,2,96,94,669600,615381,19851,211.18,54219,1749,8.10,28861052,931002,19.83,46.90,77.01,83.23,97.92,1455349,46947,0,0,0,0,0,0.00,846321,27301,0.73,31191999,1006194,50.69,10704,2096039,67614,719,14.88
Jul 2023,Nigadi,70,62,8,70,62,480500,413718,13346,215.25,66782,2154,13.90,19302243,622653,17.30,46.66,76.61,82.80,88.57,1115715,35991,0,0,0,0,0,0.00,555800,17929,0.74,20861178,672941,50.42,10854,1581033,51001,823,13.19
Jul 2023,Bhekrai Nagar,112,102,10,112,102,764190,641489,20693,202.87,122701,3958,16.06,34009170,1097070,19.20,53.02,87.05,93.69,91.07,1771400,57142,0,0,0,0,0,0.00,906206,29232,0.71,36601898,1180706,57.06,11576,2446163,78908,774,14.96
Jul 2023,Baner,72,69,3,72,69,445820,420649,13569,196.66,25171,812,5.65,18360995,592290,17.79,43.65,71.67,78.31,95.83,1032267,33299,0,0,0,1,1,0.24,661186,21329,0.64,20059992,647097,47.69,9378,1474435,47562,689,13.61
